GeneID	M	A	p.value	Adj.p.value
SGIP1	1.34324725718786	6.76064933814358	0.0449165984627831	0.0994002275872727
AZIN2	0.667993248949376	6.55122828515181	0.0409532268242917	0.0932963157036152
SLC45A1	0.211030298559505	4.88368685602883	0.795324610121121	0.845049140519819
NECAP2	0.504558412007673	9.11288003450537	0.0613504953058655	0.124855027150275
CLIC4	-1.34958570551466	12.2825342281655	0.0417488708182877	0.094549910082797
AGBL4	2.45263730494663	3.66616894117648	0.00235404549519191	0.0146435903776579
TGFBR3	-0.97737233016039	10.4955434942388	0.113236662709123	0.19250614057192
DBT	1.46679338498427	8.34024926163055	0.000189975605629389	0.00348600797097939
RFWD2	0.652771335082341	8.98610781590335	0.00627712840671688	0.0274360737097877
PRUNE	0.719480262222365	8.25930226068469	0.0290069345269456	0.0740060430112248
C1orf21	-1.05713294597138	10.4046411345198	0.0250992743272181	0.0672931463078725
LIN9	1.73934050217083	6.3416357008054	0.000441877783400265	0.00541080524971979
C1orf159	-1.15449022495322	6.66851384769	0.00684457824742437	0.0288691866719276
PRKCZ	-0.524542574862339	7.24529954666788	0.08691226997133	0.15965969990293
CAMTA1	-1.79775510911246	9.36938911095002	0.0094871820271489	0.0352072596823179
PRDM16	-0.292604050940813	4.70504937155137	0.669090144177212	0.740703950897062
ICMT	1.80556421027455	9.61504988334409	9.45155619429748e-06	0.000996120387479034
EPHB2	1.44766630460857	6.29418544598656	0.117543648069047	0.198000870799529
PINK1	0.13232232060846	7.94393060165914	0.733852550756317	0.795235382516946
PINK1-AS	0.1658812497533	6.56965370800869	0.715521109545226	0.779697146998283
USP48	-0.00720854312109016	9.06805169214215	0.75124574693423	0.809961933089214
EPB41	0.630629422416114	9.51386007582846	0.0942256149754981	0.168573770623709
STMN1	-7.68354967877901e-05	9.57567081748295	0.59280756367219	0.674694889708445
PUM1	-1.40816326600375	10.8089515329542	0.117154051290947	0.197601404946766
EYA3	0.0830416869147364	8.71907435328637	0.720218638096739	0.783657746384729
KHDRBS1	-1.19448361628388	10.4569708363024	1.0181786825373e-06	0.000414447990503126
NUDC	-1.45247727051933	10.1368915539912	0.0964080185160525	0.171377696928197
MACF1	1.1614780578978	11.9052871183769	0.00615455922073079	0.0271353268786832
THRAP3	0.257128509443582	10.7956330705283	0.227488402317555	0.324192490218993
CSMD2	2.98507162214961	5.1106525076069	0.00214322732293281	0.013745521715084
SFPQ	-1.97199750879227	11.7567108693195	0.00321563183453392	0.0179026915085225
GPBP1L1	0.0899841024889455	10.5250455568762	0.815090444307031	0.860024584011689
PTPRF	0.516142360714281	12.242200726164	0.0496063752139413	0.106937395684141
TRABD2B	-1.88077946857263	6.1545423082648	0.0195789526858093	0.0566384719087309
RNF220	-0.638170488856177	8.06053899298107	0.000893701773619457	0.00808673607188509
